Tweet ID,Entity,Sentiment,Tweet Content
56377,sarahnewcomb,Neutral,"@sarahnewcomb i can sooo relate, impossible to resist those sexy vampires "
64193,MaddenNFL,Neutral,back in civilisation  loved France but glad to be home... with new Kate Voegele CD Sooooo amazing 
45710,Apple,Negative,My barely 2 weeks old little kitten died yesterday. 
96757,CS-GO,Neutral,"just going to check on my facebook, wich by the way reminds me to invite all of you to add me my names Adrian Barroga there "
56722,MaddenNFL,Negative,"finds herself in quite the funk today, and not the cute dance-y type either "
77770,Twitter,Positive,Rumour has it that Susan Boyle *actually* thought she was booking in to the celeb-favourite Priory nightclub... 
5234,Netflix,Positive,At envy! Loving it  best club ever.
94072,Apple,Irrelevant,"Oh god, Mikey's naked. Wait. This is the norm. "
95517,MaddenNFL,Irrelevant,Hayfever has taken over...stop the pollen spreading like swine flu!! 
48417,craigkuhns,Negative,"@craigkuhns I see that the english subtitles were correct eh? Stalin, at least, was honest I guess with what he thought. "
67995,Alyssa_Milano,Neutral,@Alyssa_Milano :/ I hate the gym...I prefer biking on fresh air 
68359,Netflix,Neutral,Building the radio studio from which we're going to podcast from. It's for our foundation called the Insight Foundation 
36000,Facebook,Negative,OK. So it's nearly 8. This new gay venue that wss to from 3PM till Misnight is EMPTY. Danger Will Robinson. Bank Hotel it is. 
1071,Amazon,Positive,I'm tired....I thought about taking a nap but I don't think I will  I rarely ever take naps.
11625,delta_goodrem,Irrelevant,@delta_goodrem omg me too. sooo much fun. but last time i went snowboarding i broke my shoulder  ahah where is your favourite place??
99301,Amazon,Neutral,Just visited heaven    http://www.tendercare.co.uk/
34693,pdxpeacock,Negative,@pdxpeacock remove President Carter from power. It just business as usual with Sec of State Clinton waiting for 2012 to roll around ! 
53699,CS-GO,Negative,listening to online lectures..ugh! 
96907,taralaylove,Neutral,@taralaylove bahahaha. yeah. wow i can just picture you sitting there cracking yourself up tara  LOL i love you! hahaha
59208,CS-GO,Positive,Finally allowing myself to catch some beauty rest. First day of work tomorrow!  And I make my own hours! &lt;3 sleep sweet twitterers!
88088,Oe1ie,Positive,hi @Oe1ie !  I would suggest music of my electro project *** http://bit.ly/Nos9D *** free download &amp; have fun  cheers
52149,CEOofPDClothing,Positive,@CEOofPDClothing yea its all worth it for some good bbq lol  now im hungry lol
94841,fictillius,Negative,@fictillius Yeah... But $5.99...  I'd rather use Tweetie! ($3.99)
62579,danceforlife7,Negative,@danceforlife7 Allison SO should have won. 
30906,steveguy5212,Negative,@steveguy5212 Im jealous of you guys 
49227,Microsoft,Negative,http://twitpic.com/7qxfc - Just dropped my bag (and sweater) into the fucking lake of a puddle uner my seat 
19913,Facebook,Neutral,"Beautiful wedding, but enough fancy cake... Get me a burger! "
81264,MaddenNFL,Negative,Test/quiz thingy today in health. 
14174,maedub,Irrelevant,@maedub@ashberry_ I see how none od my diamonds lovee me on twitter anymoreeee 
50990,Google,Positive,listening to hillsong  beautiful worship music 
17090,Amazon,Positive,Long day of work. I'm going to hibernate. 
54578,Netflix,Irrelevant,should i twit pic these swim suit tryouts so you can tell me which ones u like best? i cant choose 
85334,MistressDragon,Irrelevant,@MistressDragon some one who was a freind till last week. wont tell me what i did. i know i can be weird  it hurts.
26928,Facebook,Positive,Comenzando en twitter  YAY DARKNEEEEEESSS i mean... TWITTER! 
27690,Amazon,Negative,"Damnit, Bugatti Veyron Grand Sport will only be 150 units.  Will have to buy a used one when I'm a Director.  Most likely will be $4MM+. "
1003,FIFA,Irrelevant,Why in the world are tricksters thriving happily ... from one victim to another ... I was conned!  
46722,MaddenNFL,Negative,Oh dear. Eyes starting to itch. The pollen count must be rising. 
94816,emmielovegood,Neutral,&quot;I'm not going home.  Not really.&quot;  *bursts into happy tears* I love this movie...so bloody much...and @emmielovegood and @hptwilighter. 
10186,TomFelton,Negative,"@TomFelton I'd have donated if I'd gotten your 'tweet' sooner! Is it too late now?  And can Americans donate, or is is only in Euros, etc?"
78725,106andpark,Neutral,@106andpark i would have to say the boys that sing that &quot;stanky leg&quot; song because i like em and the first rapper is cute 
98893,Facebook,Negative,saudades do twitter 
97081,heytearcatcher,Irrelevant,"@heytearcatcher count how many there are, work out how much it will cost. then dream of having that much money to be able to buy them all "
90183,shaundiviney,Negative,@shaundiviney @andyclemmensen @shaunjumpnow . CHASERS BEEN AXED OFF TV FOR 2 WEEKS! not nice 
33053,Apple,Negative,teacher just said i sing too loud. 
27713,joshthomas87,Neutral,"@joshthomas87  aw, but it was entertaining to watch "
19740,Twitter,Negative,I hate routine and i'm finding myself caught in one which i'm finding ever so dreadful 
56670,Microsoft,Positive,Just finished watching Nicole and Lional Richie's interview  Loved It now off to bed for work tomorrow God help me lol night twitter! Xoxo
20691,Sianz,Neutral,@Sianz i heel (hear) ya!  pfffffft its too early for this :p im no good on monday mornings 
71261,Facebook,Negative,could be getting sacked soon not good 
9372,Apple,Positive,with gracie and dustin! sleepover! 
92529,risingstargames,Positive,welcome to twitter @risingstargames!  check it out!!
75128,ChanelZampogna,Negative,@ChanelZampogna pretty crappy right now actually  how about you?
48126,harvestworker,Positive,@harvestworker &lt;~Happy #FollowFriday to you as well!! Thx for thinking of me! Blessings to you my new friend 
17467,CS-GO,Negative,wow it's hot out today 
86446,CS-GO,Irrelevant,tired bored as alwayz  
98635,barelybritt,Positive,@barelybritt she is so fucking adorable!! Aww i love kittens 
76816,myhaloromance,Positive,@myhaloromance hey  howre u?
73917,Fake_French,Neutral,@Fake_French Sugar Puffs? The Mighty Boosh wouldn't approve. How was the party? 
5329,MaddenNFL,Irrelevant,Going to bed - still feeling sick 
96998,Google,Irrelevant,Why is it raining!? 
81631,Google,Positive,waiting to fly out to Naples. Back in a week 
92520,Amazon,Negative,I wanna go to Sac. Yuba City is boooorrriiinnngggg. 
6515,Twitter,Negative,"Step son's exhausted after doin nothin yest while I was @ wrk, what a hard life that lazy boy lives, his dad needs 2 make him look 4 wrk "
85094,iamgaberosales,Neutral,@iamgaberosales oh... i hope you do sometime 
84534,lishusm,Negative,@lishusm It's raining a lot here today too 
64577,wishful,Neutral,"@wishful Oh!  Blanca and Blanquita!   No, they have to stay home...there are too many predator types in the woods in the mtns for them"
39770,MaddenNFL,Negative,meh meh meh ... i have absolutely nothing interesting to say for once 
85187,falloutkid07,Irrelevant,@falloutkid07 PHEW!  I was just worrying about u!  Glad to see u r ok.  Praying for those injured &amp; killed.  
37050,hanabobana,Irrelevant,@hanabobana now you know why we moved  have a great show tonight. miss you and your face
83092,MaddenNFL,Irrelevant,"hungry!!! dunno what to eat, where to eat n with who...  MRB is working late tonite.."
34101,Netflix,Negative,googled the film`17` that every1 talkin about and got &quot;17 (seventeen) is the natural number following 16 and preceding 18. It is prime.&quot; 
61109,Apple,Negative,News storm tracker is messin up my show 
69265,Google,Irrelevant,I think my eyes were bigger than my stomach 
47743,Microsoft,Negative,Missing Sydney &amp; missing the skinny me 
70767,Twitter,Neutral,big day with my love!!  then a wedding tonight 
29791,xcarliex,Negative,@xcarliex But... but they deserved it!  lol!
64699,smackfairy,Positive,"@smackfairy Well, maybe some day you'll be able to make it out to Hawaii. Looooooong flight! "
33731,Amazon,Neutral,oooh harlow is so sweet 
97398,JoshFittell,Irrelevant,"@JoshFittell not quite tired enough, and it's so easy to update twitter on a Blackberry  hehe"
61173,Memset_kate,Neutral,"@Memset_kate it does not get any better than waking up to Lily Allen, great way to start the day "
18284,SarahStewart,Negative,"@SarahStewart I can second that. In Paris and rather than being outside, I am also writing a report, "
98882,Amazon,Neutral,Got Home!!  lol. Nd dad was still up! Hahaha. Fml I don't know what he's thinking about doing! Haha what eva!
69285,CS-GO,Neutral,"...so whatcha think about that, whatcha think about it... whatcha think about that that that oh baby "
23378,suplada,Positive,@suplada It's pretty good. Smoother and less bitter than the usual pale Pilsen. 
63852,steffanrost,Negative,"@steffanrost @bradupsthepunx I'm terribly sorry to hear that, dudes. "
73622,stoya,Negative,"@stoya limited web access? i thought europe was a lot more &quot;connected&quot; than we were. regardless, have fun, i've never been to europe "
82381,Twitter,Neutral,I'm over the 200 tweets 
47673,MaddenNFL,Irrelevant,going to class 
81102,FIFA,Irrelevant,4 days and no tweets!  Time to remedy that!  Poultryfest is looking off   and I donated my summer hours to my coworker 
88635,Microsoft,Negative,my poor little girl always wakes up with a fright and cries such a sad cry 
38824,Facebook,Positive,its my birthday!!! 
39594,Google,Irrelevant,"So now it used Soul Voice and started some Virelais - luckily not much death, but lost a chance to attempt a lock test "
66408,Netflix,Irrelevant,can't get my speakers to sound good.. 
94644,leggy8784,Neutral,"@leggy8784 i saw it, i saw it!!!!!  I was with @jbee83 when I saw it... you're there! celebrity! paautograph!"
24706,Ka_th_i,Negative,@Ka_th_i broken link 
3091,TheEllenShow,Irrelevant,"Watchin @TheEllenShow with Bradd Pitt in New Orleans, California. LOVE  ELLEN. I wish I can go to one of her shows "
19647,mjesenovec,Positive,@mjesenovec thanks 
93246,BrianConn,Positive,@BrianConn thanks for the invite!  I'm off into town to try Peter Marks for the bi-annual shearing... enjoy the afternoon! 
91609,ashleytisdale,Positive,"@ashleytisdale wow, Tampa! I'm going to be staying there in like a month! I'm guessing you won't still be there! Lol  love your new song!"
65301,Netflix,Negative,"Holidays= choirprac,choirprac,choirprac,choirprac,homework,homework,homework,homework! I'm breaking down! "
38926,Anjeebaby,Positive,@Anjeebaby oh yum! Don't worry u'll get them done 
4215,Apple,Negative,pretty sure I am about to have my head in the toliet  bad news bears
52472,Jess_Higgins,Irrelevant,@Jess_Higgins heyy have a great time while I'm a loner at school  haha ly x
57426,MaddenNFL,Negative,I'm bored... and ready for lunch... I'm lonely... 
84178,Mr_Marty,Positive,@Mr_Marty lol - if only! - those girls murdered us last week - mind you our own team did as well.. 
1130,Netflix,Irrelevant,finally finished the yard. now to be bored. 
92168,Google,Negative,"No meet today at Ngong Racecourse  - in a perfect mood to go, too.  "
86283,MistahFABhttp,Irrelevant,@MistahFABhttp://www.zshare.net/audio... new link for ice cream paint!!!!! * I love this song!!!!! it's so EASTY!!!! R.I.P Brodie 
23049,JonasBrother_NJ,Positive,@JonasBrother_NJ what's up? 
32499,CS-GO,Positive,is glad that she could swap shifts for Dec's birthday next week  Didn't think i'd get away with it!
65816,Microsoft,Irrelevant,feels like shit...tempted to call it a day. 
14576,Twitter,Neutral,LOVES when Kays hacks into my twitter and sets my status about herself! Athough I do miss my girls very much  Beach tomorrow!
61758,Google,Negative,working 9 -5 on a day like this is not cool 
69520,liodain,Neutral,@liodain Oh hey you! Welcome to the crack. You'll get used to it. 
13283,pasher,Negative,@pasher judging frm d response to this (both that hashtag n my post yesterday) seems i'm not in the loop with all things PC anymore 
61779,MaddenNFL,Negative,"im not ready if i have to leave my classmates.i mean,we will not be in one class again in 11th grade "
54295,Netflix,Neutral,Birthday on tuesdayy 
57148,MaddenNFL,Positive,Lost my radio on-air virginity today at the biggest national radio station 
80956,carolinefjones,Negative,@carolinefjones I wish I was going to the show tonight. 
81792,iysabella,Positive,can't wait to go to socal. Spend time with @iysabella. life is good. 
14115,Amazon,Negative,ew  damn you tonight show. damn you for ruining my dream of seeing conan in new york. ill go cry myself to sleep now.
25882,peterfacinelli,Irrelevant,@peterfacinelli no. It came to London  Bring the sun with you in July &amp; I'll bring chocolate brownies
9656,Twitter,Irrelevant,"took what was supposed to be an hour nap before roller derby, ended up sleeping for 4 hours  going to try to sleep soon, working dub in am"
7908,eightlines,Positive,@eightlines I think power-assist #e-bikes can stay in bike lane but what happens when ppl like you and me want to overdrive the electrics 
30978,Facebook,Positive,Jammin to some tunes on the way home. Tom petty anyone? Good night too! Stomach feels loads better also 
22082,jrg1990,Neutral,@jrg1990 thanks dude! 
9118,grmcall,Negative,@grmcall Interesting poll of the kids.  I remember it being so niche and geeky when I was small.  Mind you that was years ago.  
69384,Amazon,Negative,God I really miss Pavilion 
30775,LaniNicole,Neutral,"@LaniNicole Yeh yeh. I would switch to Cingular, but I have more friends on T-Mobile. Free minutes, yo. "
91269,Facebook,Negative,Today sucks. l'm feeling really lonely for some reason. :/ All l want to do is hear his voice and feel him holding me. But he's not here. 
44337,Graham_Norton,Neutral,@Graham_Norton Thanks very much for following luv!  Hope you're having lovely dreams of fit young men cavorting about in speedos 
10018,FIFA,Positive,out for short walk now 
26353,Netflix,Negative,being sad about the bad weather 
38134,LynneHutcheson,Irrelevant,"@LynneHutcheson Yeah  Will be til Friday night, possibly into early hours of Saturday. Have the hump today for no reason :/"
7131,theothermousie,Positive,"@theothermousie Oh thankyou!  I'm glad to get them finished, if I'm honest!  "
83138,CardsChic,Negative,@CardsChic I hope it's been wonderful!! We love you and miss you but I can't believe you left me here all alone to clean our house.  Lvoe!
73520,Facebook,Negative,i am not doin anything 2 day 
81594,mantegurl,Positive,"@mantegurl, Icarly is awesome!! "
65233,Apple,Neutral,We'll miss you ndee! All the best to you  on fire yeeeha
41244,Apple,Negative,worried about Him T__T Is He OK? How can fans do it? 
93504,TomVMorris,Neutral,@TomVMorris I LOVE it when its raining at the beach 
73785,MaddenNFL,Irrelevant,Losing her passion..  What can I do to make it come back?
81125,taylorswift13,Positive,@taylorswift13 YOur new video is awesome!!!  really i love it^^
28032,Google,Irrelevant,thought i was doing a good thing baking cookies this afternoon but then like a bunch of kids hubby &amp; i ate too many and ruined our dinner 
71449,Twitter,Positive,"nice sleep... gotta have breakfast, shower, then bank.. then NOTHING   other than seeing Wolverine later."
83649,CS-GO,Irrelevant,I wish i could afford Bikram everyday 
92803,rdberrie,Irrelevant,"@rdberrie it says something that I'm interpreting as &quot;there are 76,000,000 other people trying to download this, so try again later.&quot; "
4513,Twitter,Neutral,There's nothing like good jazz on a rainy day 
73133,LouPimentel,Positive,"@LouPimentel Hahahaha  I probably should've said, I weighed myself before anything else. heehee. &gt;__&lt;"
56398,MaddenNFL,Neutral,Going to lunch soon  ttyl laterzzz.
49029,thancrus,Negative,@thancrus What is going on with you? Just now seeing all your tweets from last night 
47706,ScylisSynaptic,Neutral,@ScylisSynaptic eww shave your face 
25416,VladZablotskyy,Positive,@VladZablotskyy I'm more familiar with &quot;the mafia&quot; than &quot;the Romans&quot; 
65554,Amazon,Negative,wants to learn french again.  O' France.
12438,7anno,Neutral,@7anno he is a son of one of my friends 
22529,Katie_McFlyy,Positive,@Katie_McFlyy haha eee i think he is :'] aaa i can't wait to see them live next month (Y) it's like 17 days away 
59429,annaleekeefer,Positive,@annaleekeefer Very  nice! I will keep that in mind  Thought it would be cool to have a &quot;cinco&quot; but with horses we have known.
48362,FoodStories,Negative,@FoodStories You 'avin a dig at my weeny tomato?  'Arsh bruv.
67427,Microsoft,Positive,Templating works; it all has to be done  
33298,officialTila,Positive,@officialTila I hope that everything is ok with the little one  You have a lot of energy so I said a prayer that you+1 is fine (wink ;)
11351,jonasbrothers,Irrelevant,@jonasbrothers http://twitpic.com/5nw9a - come back 
74638,mackcollier,Positive,Viral Garden in the House..!  @mackcollier  #hcsm
38467,Apple,Irrelevant,wants the rain to go away for just a bit 
29180,elizasea,Neutral,@elizasea Me = old fart.  Won't reveal how old without bribes of varying types. ;)
91395,_chief,Positive,"@_chief ÃÂ´ÃÂ°ÃÂ¹ ÃÂ½ÃÂ° ÃÂ°ÃÂ½ÃÂ¸ÃÂ¼ÃÆÃÂºÃ?ÃÂ¸ÃÅ½ ÃÂ¸ÃÂ½ÃÂ²ÃÂ°ÃÂ¹ÃâÃÂ°, ÃâÃâ¹ ÃÂ¾ÃÂ±ÃÂµÃâ°ÃÂ°ÃÂ»  mail@shugich.ru"
30860,Amazon,Irrelevant,PFFF feels pretty unreal had AcAs allin vs Lex 9c9d on Qs4s2c turn 8s so could only lose to a 9h on the river and it came  Hurrts a lot!
1171,Google,Negative,Woke up. 
3003,Netflix,Negative,"just came back from a very disappointing supper  no tau huay,no sesame paste "
31018,FIFA,Negative,Totally up right now 
3961,dawndela,Negative,@dawndela gee that makes me feel great  Eveyone else is allowed to bimbo but me??? HOW RUDE!!!!
4835,Microsoft,Irrelevant,Taking dog for a run...since it'll be raining during our normal walk time 
82968,Apple,Negative,thinking of getting a fake owl to for the balcony. there is a young bird who wakes me up at 5am every morning and then squawks all night. 
14928,VerityRobinson,Irrelevant,@VerityRobinson ohh no! verity  i'm coming on chat right now!
37530,CiscoTweet,Positive,@CiscoTweet  I just had a smoothie too! 
72775,sidneyu,Negative,@sidneyu lol that is kind of confusing then. When I meet them and have to bow do cursy or bow lol. Sir or madam...so confused  haha
62074,Apple,Neutral,"Subway, thank you for helping me to eat fresh "
99076,NomadWanderer,Negative,@NomadWanderer me too! 
82622,Pearlwhite27,Positive,@Pearlwhite27 woot! 
62329,CS-GO,Neutral,looking forward to seeing as many of you DXB tweeps as poss @ Left Bank 8pm tomorrow anyone that can't make it I'lll be here til friday 
30879,markhoppus,Positive,@markhoppus sounds perfect realy! 
22078,faiththiang,Positive,@faiththiang nice... Have a safe trip back home 
26314,Facebook,Neutral,"chardy is sleeping on my bed, and its cute as "
32749,Microsoft,Negative,shit! forgot about britains got talent...! 
97209,hannnnnaaahh,Neutral,@hannnnnaaahh awww no i avent seen them yennoo ill have to go and have alook at them  an bet yeah there not crap! x
33922,Facebook,Negative,wants to take home a hula girl. 
59905,joannayoung,Negative,"@joannayoung Have a great weekend, hope the weather stays good for you....Ours went south "
24661,Twitter,Negative,Watching trials videos a) makes me feel all giddy and b) makes me feel rubbish at trials myself 
2215,Microsoft,Irrelevant,I only slept for like 3 hours...I wish I didn't fall asleep while talking to my boo 
89273,Google,Irrelevant,Why can't I upload pics using uber 
91019,taraphillynyc,Negative,@taraphillynyc  must you rub it in??
26047,MaddenNFL,Irrelevant,My ears are too small for my ipod earphones! They hurt!! 
68297,Amazon,Negative,So fucking bored like! Don't know what to do! 
93583,CS-GO,Positive,"Just got my first printing commission! It's not my design, but i'm still very excited! Just got to wait for the details to come through! "
63484,eshenayo,Negative,@eshenayo  &quot;The URL contained a malformed video ID.&quot;
14033,pablosu,Irrelevant,@pablosu working  I wanna be on vacation!
61191,CS-GO,Negative,"Movie Over  I know GIA dies!BUT WHY! Bout 2get my housewife(-Hubby)on...Laundry,Cleaning &amp; Marinate this Chicken 4 Tomm..Be safe Clubbers!"
71600,Microsoft,Irrelevant,CALLIN IT A NIGHT....WISH I WOULD'VE HIT THE TOWN AND GOT MY DRINK AND DANCE ON!!  Happy Mommies Day to all the Wonderful loving Mommas!!
48505,CS-GO,Negative,"is not feeling too well,I might be coming up with a bad cold "
46766,vewe,Negative,"@vewe lol the library is on the 6th floor,too lazy to go there sist im sleepy "
5892,FIFA,Negative,ok im WAY more sunburned than i thought. ughhh! this is painful 
8664,Netflix,Irrelevant,really could do with some chocolate right now. Stupid diet! 
37937,Meech13,Neutral,@Meech13 Good ole' Research Methods and Experimental Psychology 
85500,MaddenNFL,Negative,All my illadelph peoples moved out the 215... now I have zero access to trees 
6436,adaniellec,Irrelevant,@adaniellec awww girl  i can imagine ! everything will get better soon ! &lt;3
81879,CS-GO,Negative,Bought a new iPhone case since I probably won't be getting the new phone.  Damn AT&amp;T.
39117,Facebook,Negative,man in monmouth coffee in c.garden so rude i walked out without coffee.  now i have no coffee 
38913,LeanDogPottery,Positive,@LeanDogPottery it's ok.  We all get busy around this time  Thanks!
93299,estoni,Neutral,@estoni oooooh *clap clap clap* That's goood! i shall bring my baby for lessons 
18985,Apple,Irrelevant,"finally watched pacquiao-hatton! poor hatton  i tend to root for upper hands (ie. pacman, nadal), but feel sorry for the loser after"
68329,Amazon,Irrelevant,Forgot to record Nigel Harman's appearances on TV this morning 
91526,kshakya,Neutral,@kshakya didntt ya click on the link?  its soundgarden - like suicide (acoustic) ani u done???? dang!
12431,Microsoft,Irrelevant,Is it bad that I feel sad that I got kicked our of an xbox live party of fun people? 
82974,kitty2dakat,Irrelevant,@kitty2dakat she'd never have me.  Irish and Jewish don't mix.
15140,MaryPutty,Neutral,@MaryPutty  never you hun 
88115,MaddenNFL,Neutral,Morning! off for some sunday shopping. it's 10am and it's dark!! and thundery...Sims 3 later 
21996,blellow,Neutral,@blellow anytime sweety  i gotta go now! catch ya later  thanks for blellow by the way 
10722,Netflix,Irrelevant,My tweetdeck is not working  worst day ever
52588,MaddenNFL,Irrelevant,At home sick.. On a friday...studying is all im doing at this point.. My weekend is so ruined 
89973,JancisRobinson,Irrelevant,@JancisRobinson Grange is 50% more than that in Australia! Always the most expensive closest to the source 
68980,NickDavies,Irrelevant,@NickDavies taps at the end aren't good 
54566,friskyupdater,Negative,@friskyupdater tuesday.  not monday. 
39126,muSicFienDkiCks,Irrelevant,@muSicFienDkiCks not me ... She was VERY disrespectful 
48631,CS-GO,Irrelevant,Week's off to a strange start with the noticable lack of a receptionist when we arrived  Can't help wondering who's next...
84656,CS-GO,Irrelevant,is up and ready to go! too bad everyone else is still snoring like bears in hibernation 
29819,Amazon,Negative,it is almost 3am and i cant sleep 
95740,Google,Negative,Fudge. i already forgot my password 
16563,Twitter,Irrelevant,Its thundering! 
3117,Netflix,Negative,too bad i wasn't out there with em chasing  
73737,iamjersey,Negative,@iamjersey Wantd 2 chck out ths movie whn I saw the poster n NYC last month!Dn't thnk it'd come over here(to JPN) thgh.JP ppl dn't get it 
93764,Amazon,Negative,"Soooo much shit to do today, not looking forward to it "
72549,Netflix,Negative,this is really awkward and i don't know why 
83752,Apple,Neutral,"'if he was an apple, he'd be a delicious' "
6325,akafrancie,Neutral,@akafrancie Each pic does bring a little wave of peace ..a small &quot;ahhhh&quot; moment. Thanks 
86583,CS-GO,Irrelevant,Got made redundant today..... all the more reason why I hate Mondays 
54016,Amazon,Negative,Beatiful day in chicago... Too bad I'm working 
30942,Apple,Neutral,Its kaitlyn on sams phone again  in geometry. Correcting tests. Fun fun :/ love you allllllll
36379,dindapermatas,Neutral,@dindapermatas thanks for following me 
45007,CS-GO,Neutral,www.reemerpromo.co.uk/competitions.html     lovelyyy 
94626,armernathan,Irrelevant,"thank you @armernathan and i was at the Meche game that night, pretty cool day all around, im sorry about your trip to the K last night "
58565,Twitter,Irrelevant,Have done something to my foot which means that I can't walk and therefore couldn't make the most of the glorious sunshine today 
44170,MaddenNFL,Negative,today is suppose to be my freedom day 
37431,sethu_j,Irrelevant,@sethu_j you need to find your phone  and call me at some point this afternoon xxxx
65397,Facebook,Neutral,That girl is so dangerous 
90845,MaddenNFL,Irrelevant,I miss my own pillow...and my own H; one drawback of traveling solo 
78334,MaddenNFL,Neutral,Yay YAy going to lunch with one of my best friends!!!! 
27646,FIFA,Irrelevant,i don't wanna go out  aaaaaaaaaaaaa i hate teaching a 4-year-old child  boringgg
16477,vickyjones91,Negative,@vickyjones91 http://twitpic.com/6eoo9 - it makes me a little sick  i feel like giving up
41925,Amazon,Neutral,Yemi is teething while learning how to scream at increasingly higher decibals. 
2365,tinydeww,Negative,"@tinydeww Dude - I'm working on things, and I saw that, couldn't see how to order/find the pattern "
59637,throwawaystyle,Irrelevant,"@throwawaystyle that my friend is a well know fact, he was the king of comedy, may he rest in peace "
52196,Microsoft,Positive,at rent with my mom and sister. so amazing. 3 original cast members. happy mothers day! 
22768,Twitter,Negative,i miss you and i wish i didn't 
53397,bjcarrillo,Positive,"@bjcarrillo hey, thanks for the follow.  hope you're having a nice weekend"
12871,Google,Irrelevant,Change of plans...will be workin just one mo hour. 
97324,eoin_macmanus,Neutral,"@eoin_macmanus cheers mate, will do - nice job btw "
48174,Facebook,Irrelevant,studying geology for a test tomorrow...i gotta be at gca by 8 
89485,Twitter,Neutral,ive been up since 3:45 so that i can go to isu orientation! i hope it goes well 
18423,mossipblog,Neutral,"@mossipblog Not really.  I don't wanna live in NYC. Quality of life is higher in LA, and we've all the flights out we need at LAX "
14933,dopegirlfresh,Negative,@dopegirlfresh ahhhh booo-urns 
42672,trvsbrkr,Negative,@trvsbrkr every1 keeps talking about that song... I'm so sad my sound stop working  can't wait for this tech guy to get here Tuesday!
85176,r2hyper,Irrelevant,@r2hyper FUN!!! I'm sad I couldn't go 
76445,CS-GO,Neutral,"My first tweet! lol tried uploading a photo but didn't work! I will try later. Take care everyone, enjoy your weekend! "
15660,MysteriousMysti,Negative,@MysteriousMysti  well in an earlier tweet @sexonwheels asked for the dates for London and he said he couldnt say ? !! 
44639,Netflix,Irrelevant,"I had a dream last night that I could put my hair into a ponytail. Ahhh, someday "
91073,lynpurpura,Positive,@lynpurpura mmm. i guess you're right. i was just under the impression that it was sort of a given? sorry about that. 
72408,shootingstar825,Positive,"@shootingstar825 ah now I get it lol Yay!!! I can't wait, we're gonna rock that dance floor "
77499,crucialencountr,Neutral,@crucialencountr get a room!  
70549,stefanitoo,Neutral,"@stefanitoo Thanks! Some of the guys on here were really uncool! Going to lock my account after I find my old favorites, like you! "
82649,Twitter,Positive,"saves the day, and driving to prov with tess and devin! hopefully hanging with tyler too "
72225,Apple,Neutral,tonight was off the hook! another adventure to put in the books! love you baby b &amp; eddie pep 
87192,Facebook,Negative,"My head hurts a lot, and I'm tired... I want my mommy... "
67808,MaddenNFL,Irrelevant,Reception have now officially moved from the main office to the new Visitor Centre here at Snape. Strangely quiet without them 
90337,FIFA,Irrelevant,"'I may say it was your fault, cause I know you could have done more' ouvindo The Kooks, ja que nÃÂ£o fui no show "
64884,Netflix,Negative,guess my girls are gone.. 
61967,tommcfly,Neutral,@tommcfly http://twitpic.com/6g55n - All are wicked but I'd pick this one. 
20211,Microsoft,Negative,training for work  ahhh
61419,jannagae,Neutral,@jannagae Woe is us huh! I'm looking forward to a Saturday nap at some point. Fingers crossed. Feel better 
45519,Amazon,Negative,"track meh: out to nothingness, wake up too late "
22699,brandondaballa,Neutral,[&amp;] i thouqht i wuz really doinq suttin on twitter til i saw dis dude @brandondaballa. 100th update 
36933,Twitter,Negative,Hola Twitter. It seems like a lovely day today. A lovely day which I wont be enjoying as I must do a boatload of homework today! 
68269,brian_the_lion,Neutral,@brian_the_lion haha very funny. Hi haters! Para ti   http://twitpic.com/6thkz
72351,FIFA,Neutral,Hi everyone...my 1st tweet 
68056,Google,Positive,"http://twitpic.com/2y8on - Yesterday an easy 40k ride after work, with a good friend of mine!...losing some weight finally "
37489,Apple,Neutral,i hate doin laundry  and i am so hungry lol
2539,Amazon,Negative,"Wishing we had more time to explore Seattle, a series of misteps this morning has signifigantly reduced our sightseeing time. Boo!!! "
30802,FIFA,Negative,I do my presentation for the school   ItÃ¯Â¿Â½s sooo boring.
90144,Microsoft,Positive,Unverified sources say Head of the LTTE in Colombo for investigation .... too bad he left his body behind..  #LTTE
76492,Elafi12,Neutral,@Elafi12 I loved beating you over the head with a duck taped sword yesterday 
81375,AlexAllTimeLow,Irrelevant,@AlexAllTimeLow aww  cant wait till u get 2 Sydney ;D i missed out on tickets tho.. :O xxx
49398,Netflix,Irrelevant,I have 2 followers that i dont even know whu they are there but they are and i am not sure how to remove them  i dont like it 
97019,Google,Neutral,hmm.. i need followers  xo&lt;3
37488,Google,Neutral,wooo hooooo..... Golden Tequila rocks!!!   n so does amrutanjal!!! 
82449,MaddenNFL,Positive,no longer putting in effort over stupid things or stupid people because thats stupid  thank you quote site.
39552,samishamieh,Positive,@samishamieh I don't approve of weed. It seems a bad deed. I do like coffee though. Makes my mental process flow. 
95139,ReeseMcBlox,Irrelevant,@ReeseMcBlox Reese please help! I got a lot more views than some people in the top 100 and didnt get the hat! Can you help me out please? 
29784,lanabreedt,Positive,@lanabreedt thank you Lana 
79205,bidyyy,Irrelevant,"@bidyyy sure I would be mate, just express it different.. But soz to hear "
36181,elliottdanger,Positive,@elliottdanger Good luck with that! I hope you improve greatly ! Can't wait to be able to play sometime 
4590,FIFA,Negative,Working for a school has some downsides. Summer = no work. I've been applying for months and no callbacks 
99215,Google,Negative,making croissant is very difficult. i hope it turns out yummy but i am not so sure 
